algorithm,group_type,group,strict_correct,strict_total,strict_rank1_percent,matcher_correct,matcher_total,matcher_rank1_percent,no_face,unusable
lpq_w7,category,Gaussian noise,15,84,17.857142857142858,15,83,18.072289156626507,1,0
lpq_w7,category,Histogram equalization,5,28,17.857142857142858,5,28,17.857142857142858,0,0
lpq_w7,category,JPEG compression,18,84,21.428571428571427,18,84,21.428571428571427,0,0
lpq_w7,category,Perspective,18,84,21.428571428571427,18,84,21.428571428571427,0,0
lpq_w7,category,Rotation,0,84,0.0,0,55,0.0,29,0
lpq_w7,category,Scaling,13,84,15.476190476190476,13,76,17.105263157894736,8,0
lpq_w7,category,Simple rotation,11,84,13.095238095238095,11,73,15.068493150684931,11,0
lpq_w7,category,Skew,21,84,25.0,21,84,25.0,0,0
lpq_w7,category,Translation,3,84,3.5714285714285716,3,81,3.7037037037037037,3,0
lpq_multiscale_w3_5_7,severity,heavy,42,308,13.636363636363637,42,274,15.328467153284672,34,0
lpq_multiscale_w3_5_7,severity,light,87,476,18.277310924369747,87,458,18.995633187772924,18,0
lpq_multiscale_w3_5_7,severity,medium,61,364,16.75824175824176,61,357,17.086834733893557,7,0
lpq_multiscale_w3_5_7,transform,aspect_16_9,7,28,25.0,7,28,25.0,0,0
lpq_multiscale_w3_5_7,transform,aspect_6_3,6,28,21.428571428571427,6,28,21.428571428571427,0,0
lpq_multiscale_w3_5_7,transform,autolevel,6,28,21.428571428571427,6,28,21.428571428571427,0,0
lpq_multiscale_w3_5_7,transform,blur_3,6,28,21.428571428571427,6,28,21.428571428571427,0,0
lpq_multiscale_w3_5_7,transform,blur_5,7,28,25.0,7,28,25.0,0,0
lpq_multiscale_w3_5_7,transform,blur_7,6,28,21.428571428571427,6,28,21.428571428571427,0,0
lpq_multiscale_w3_5_7,transform,brightness_p10,6,28,21.428571428571427,6,28,21.428571428571427,0,0
lpq_multiscale_w3_5_7,transform,brightness_p20,6,28,21.428571428571427,6,28,21.428571428571427,0,0
lpq_multiscale_w3_5_7,transform,brightness_p25,6,28,21.428571428571427,6,28,21.428571428571427,0,0
lpq_multiscale_w3_5_7,transform,color_8bit,5,28,17.857142857142858,5,23,21.73913043478261,5,0
lpq_multiscale_w3_5_7,transform,crop_60,4,28,14.285714285714286,4,28,14.285714285714286,0,0
lpq_multiscale_w3_5_7,transform,crop_70,4,28,14.285714285714286,4,28,14.285714285714286,0,0
lpq_multiscale_w3_5_7,transform,crop_90,6,28,21.428571428571427,6,28,21.428571428571427,0,0
lpq_multiscale_w3_5_7,transform,flip_lr,2,28,7.142857142857143,2,28,7.142857142857143,0,0
lpq_multiscale_w3_5_7,transform,gaussnoise_12,4,28,14.285714285714286,4,27,14.814814814814815,1,0
lpq_multiscale_w3_5_7,transform,gaussnoise_4,7,28,25.0,7,28,25.0,0,0
lpq_multiscale_w3_5_7,transform,gaussnoise_8,4,28,14.285714285714286,4,28,14.285714285714286,0,0
lpq_multiscale_w3_5_7,transform,histeq,6,28,21.428571428571427,6,28,21.428571428571427,0,0
lpq_multiscale_w3_5_7,transform,jpeg_q30,7,28,25.0,7,28,25.0,0,0
lpq_multiscale_w3_5_7,transform,jpeg_q60,6,28,21.428571428571427,6,28,21.428571428571427,0,0
lpq_multiscale_w3_5_7,transform,jpeg_q80,6,28,21.428571428571427,6,28,21.428571428571427,0,0
lpq_multiscale_w3_5_7,transform,monochrome,5,28,17.857142857142858,5,26,19.23076923076923,2,0
lpq_multiscale_w3_5_7,transform,persp_10,7,28,25.0,7,28,25.0,0,0
lpq_multiscale_w3_5_7,transform,persp_4,6,28,21.428571428571427,6,28,21.428571428571427,0,0
lpq_multiscale_w3_5_7,transform,persp_6,6,28,21.428571428571427,6,28,21.428571428571427,0,0
lpq_multiscale_w3_5_7,transform,rgb565,6,28,21.428571428571427,6,28,21.428571428571427,0,0
lpq_multiscale_w3_5_7,transform,rot_10,7,28,25.0,7,28,25.0,0,0
lpq_multiscale_w3_5_7,transform,rot_180,0,28,0.0,0,27,0.0,1,0
lpq_multiscale_w3_5_7,transform,rot_25,5,28,17.857142857142858,5,27,18.51851851851852,1,0
lpq_multiscale_w3_5_7,transform,rot_270,0,28,0.0,0,16,0.0,12,0
lpq_multiscale_w3_5_7,transform,rot_45,1,28,3.5714285714285716,1,18,5.555555555555555,10,0
lpq_multiscale_w3_5_7,transform,rot_90,0,28,0.0,0,12,0.0,16,0
lpq_multiscale_w3_5_7,transform,scale_50,0,28,0.0,0,20,0.0,8,0
lpq_multiscale_w3_5_7,transform,scale_70,4,28,14.285714285714286,4,28,14.285714285714286,0,0
lpq_multiscale_w3_5_7,transform,scale_90,5,28,17.857142857142858,5,28,17.857142857142858,0,0
