config_id,fold,fit_images_per_identity,calibration_image,evaluation_image,threshold,calibration_far_percent,rank1_percent,tpir_percent,mean_score_ms
r1_n8_g4x4,0,8,light_down.jpg,dark_down.jpg,7.8597658881647385,0.9259259259259258,21.428571428571427,0.0,1.3366321384507631
r1_n8_g4x4,1,8,dark_down.jpg,light_down.jpg,7.815336361745773,0.9259259259259258,35.714285714285715,14.285714285714286,1.2714535654855095
r1_n8_g4x4,2,8,light_front.jpg,dark_front.jpg,7.737241622670922,0.9259259259259258,57.142857142857146,7.142857142857143,1.3892749973040606
r1_n8_g4x4,3,8,dark_front.jpg,light_front.jpg,7.772545143948865,0.9259259259259258,46.42857142857143,17.857142857142858,1.4529821429667729
r1_n8_g4x4,4,8,light_left.jpg,dark_left.jpg,8.374026980263293,0.9259259259259258,10.714285714285714,7.142857142857143,1.406810716226963
r1_n8_g4x4,5,8,dark_left.jpg,light_left.jpg,8.25944992439705,0.9259259259259258,3.5714285714285716,0.0,1.379692864637556
r1_n8_g4x4,6,8,light_right.jpg,dark_right.jpg,8.386828112558863,0.9259259259259258,7.142857142857143,0.0,1.4314928578512212
r1_n8_g4x4,7,8,dark_right.jpg,light_right.jpg,8.44102033999928,0.9259259259259258,10.714285714285714,0.0,1.3119571397380372
r1_n8_g4x4,8,8,light_up.jpg,dark_up.jpg,7.996961184336223,0.9259259259259258,32.142857142857146,3.5714285714285716,1.3988571486801706
r1_n8_g4x4,9,8,dark_up.jpg,light_up.jpg,8.424154211269057,0.9259259259259258,39.285714285714285,25.0,1.2963642781999494
r1_n8_g6x6,0,8,light_down.jpg,dark_down.jpg,30.125128893747434,0.9259259259259258,32.142857142857146,10.714285714285714,2.376971429579758
r1_n8_g6x6,1,8,dark_down.jpg,light_down.jpg,29.70820826763744,0.9259259259259258,25.0,7.142857142857143,2.2541250010752782
r1_n8_g6x6,2,8,light_front.jpg,dark_front.jpg,29.81429282661712,0.9259259259259258,67.85714285714286,10.714285714285714,2.2359642877875427
r1_n8_g6x6,3,8,dark_front.jpg,light_front.jpg,29.850218637697743,0.9259259259259258,50.0,17.857142857142858,2.3972821467655843
r1_n8_g6x6,4,8,light_left.jpg,dark_left.jpg,31.711368576193976,0.9259259259259258,3.5714285714285716,3.5714285714285716,2.3626071446675008
r1_n8_g6x6,5,8,dark_left.jpg,light_left.jpg,31.43694508341259,0.9259259259259258,0.0,0.0,2.4440857170182944
r1_n8_g6x6,6,8,light_right.jpg,dark_right.jpg,32.0515816955192,0.9259259259259258,3.5714285714285716,0.0,2.3117214254203384
r1_n8_g6x6,7,8,dark_right.jpg,light_right.jpg,31.630370413912303,0.9259259259259258,3.5714285714285716,0.0,2.3525499896745066
r1_n8_g6x6,8,8,light_up.jpg,dark_up.jpg,31.159929570194823,0.9259259259259258,42.857142857142854,7.142857142857143,2.284074998377556
r1_n8_g6x6,9,8,dark_up.jpg,light_up.jpg,32.13789553688506,0.9259259259259258,42.857142857142854,25.0,2.2511678585682864
r1_n8_g8x8,0,8,light_down.jpg,dark_down.jpg,76.08223756043523,0.9259259259259258,21.428571428571427,7.142857142857143,3.6756357169776623
r1_n8_g8x8,1,8,dark_down.jpg,light_down.jpg,76.25827256758149,0.9259259259259258,32.142857142857146,14.285714285714286,3.4689428596591045
r1_n8_g8x8,2,8,light_front.jpg,dark_front.jpg,75.21273010450219,0.9259259259259258,60.714285714285715,14.285714285714286,3.6803321459696496
r1_n8_g8x8,3,8,dark_front.jpg,light_front.jpg,76.54684713171325,0.9259259259259258,53.57142857142857,25.0,3.8784464247458215
r1_n8_g8x8,4,8,light_left.jpg,dark_left.jpg,81.34341004064348,0.9259259259259258,7.142857142857143,3.5714285714285716,3.74906428000291
r1_n8_g8x8,5,8,dark_left.jpg,light_left.jpg,80.7748581805267,0.9259259259259258,0.0,0.0,3.7274214285259535
r1_n8_g8x8,6,8,light_right.jpg,dark_right.jpg,81.83774674881798,0.9259259259259258,7.142857142857143,0.0,3.5348107194295153
r1_n8_g8x8,7,8,dark_right.jpg,light_right.jpg,81.03956719967198,0.9259259259259258,3.5714285714285716,0.0,3.8651785684383606
r1_n8_g8x8,8,8,light_up.jpg,dark_up.jpg,77.29453450455861,0.9259259259259258,28.571428571428573,7.142857142857143,3.4868749997778132
r1_n8_g8x8,9,8,dark_up.jpg,light_up.jpg,79.73302897764813,0.9259259259259258,35.714285714285715,21.428571428571427,3.8010964282355935
r1_n8_g10x10,0,8,light_down.jpg,dark_down.jpg,162.10447095627194,0.9259259259259258,32.142857142857146,10.714285714285714,5.298060710109504
r1_n8_g10x10,1,8,dark_down.jpg,light_down.jpg,161.60127752290958,0.9259259259259258,32.142857142857146,21.428571428571427,5.632749999806817
r1_n8_g10x10,2,8,light_front.jpg,dark_front.jpg,160.17903348809736,0.9259259259259258,60.714285714285715,28.571428571428573,5.145603582994746
r1_n8_g10x10,3,8,dark_front.jpg,light_front.jpg,161.4643947879436,0.9259259259259258,42.857142857142854,28.571428571428573,5.294017861680394
r1_n8_g10x10,4,8,light_left.jpg,dark_left.jpg,173.97003610848668,0.9259259259259258,3.5714285714285716,3.5714285714285716,5.024774997894253
r1_n8_g10x10,5,8,dark_left.jpg,light_left.jpg,173.1931689032466,0.9259259259259258,0.0,0.0,5.259160721574777
r1_n8_g10x10,6,8,light_right.jpg,dark_right.jpg,173.74431884305062,0.9259259259259258,3.5714285714285716,0.0,5.156471425185113
r1_n8_g10x10,7,8,dark_right.jpg,light_right.jpg,173.9308308577371,0.9259259259259258,0.0,0.0,5.382825003055457
r1_n8_g10x10,8,8,light_up.jpg,dark_up.jpg,162.3614895684672,0.9259259259259258,28.571428571428573,3.5714285714285716,5.058503568372024
r1_n8_g10x10,9,8,dark_up.jpg,light_up.jpg,162.87793748928226,0.9259259259259258,39.285714285714285,21.428571428571427,5.237582143828539
r2_n8_g4x4,0,8,light_down.jpg,dark_down.jpg,11.972862729392595,0.9259259259259258,42.857142857142854,14.285714285714286,1.2403142775708278
r2_n8_g4x4,1,8,dark_down.jpg,light_down.jpg,11.869688592313935,0.9259259259259258,35.714285714285715,17.857142857142858,1.2196857070583584
r2_n8_g4x4,2,8,light_front.jpg,dark_front.jpg,11.888061755617613,0.9259259259259258,64.28571428571429,28.571428571428573,1.376624998686436
r2_n8_g4x4,3,8,dark_front.jpg,light_front.jpg,11.824093187907325,0.9259259259259258,60.714285714285715,14.285714285714286,1.220864277066929
r2_n8_g4x4,4,8,light_left.jpg,dark_left.jpg,12.901892339628418,0.9259259259259258,7.142857142857143,0.0,1.2578892866648468
r2_n8_g4x4,5,8,dark_left.jpg,light_left.jpg,12.933054314431546,0.9259259259259258,3.5714285714285716,3.5714285714285716,1.1815428588306531
r2_n8_g4x4,6,8,light_right.jpg,dark_right.jpg,13.037066584489583,0.9259259259259258,3.5714285714285716,0.0,1.1788499936561234
r2_n8_g4x4,7,8,dark_right.jpg,light_right.jpg,13.2385928322263,0.9259259259259258,7.142857142857143,0.0,1.2161499928749566
r2_n8_g4x4,8,8,light_up.jpg,dark_up.jpg,12.360697268017134,0.9259259259259258,39.285714285714285,14.285714285714286,1.210446425830014
r2_n8_g4x4,9,8,dark_up.jpg,light_up.jpg,12.338318828140306,0.9259259259259258,46.42857142857143,28.571428571428573,1.3514785698914369
r2_n8_g6x6,0,8,light_down.jpg,dark_down.jpg,43.2413468899647,0.9259259259259258,42.857142857142854,17.857142857142858,2.2214035644927725
r2_n8_g6x6,1,8,dark_down.jpg,light_down.jpg,43.77540567862184,0.9259259259259258,35.714285714285715,25.0,2.1367785666370764
r2_n8_g6x6,2,8,light_front.jpg,dark_front.jpg,43.1918244953396,0.9259259259259258,64.28571428571429,32.142857142857146,2.0512035719418367
r2_n8_g6x6,3,8,dark_front.jpg,light_front.jpg,43.21205096122962,0.9259259259259258,57.142857142857146,17.857142857142858,2.0816500078321303
r2_n8_g6x6,4,8,light_left.jpg,dark_left.jpg,48.12726842863405,0.9259259259259258,3.5714285714285716,3.5714285714285716,1.940142860153823
r2_n8_g6x6,5,8,dark_left.jpg,light_left.jpg,48.06164317056019,0.9259259259259258,3.5714285714285716,3.5714285714285716,2.0644642936531454
r2_n8_g6x6,6,8,light_right.jpg,dark_right.jpg,48.231744285930276,0.9259259259259258,3.5714285714285716,0.0,2.1083392888873016
r2_n8_g6x6,7,8,dark_right.jpg,light_right.jpg,48.24706294770641,0.9259259259259258,3.5714285714285716,0.0,2.211974996108828
r2_n8_g6x6,8,8,light_up.jpg,dark_up.jpg,44.53584104653203,0.9259259259259258,39.285714285714285,14.285714285714286,2.0647642855432684
r2_n8_g6x6,9,8,dark_up.jpg,light_up.jpg,44.75704468216143,0.9259259259259258,46.42857142857143,25.0,2.2731714249987687
r2_n8_g8x8,0,8,light_down.jpg,dark_down.jpg,103.47818492178294,0.9259259259259258,50.0,14.285714285714286,3.649214276395339
r2_n8_g8x8,1,8,dark_down.jpg,light_down.jpg,104.00994231550007,0.9259259259259258,35.714285714285715,25.0,3.381914282467083
r2_n8_g8x8,2,8,light_front.jpg,dark_front.jpg,103.31818283861263,0.9259259259259258,57.142857142857146,35.714285714285715,3.6486285680439323
r2_n8_g8x8,3,8,dark_front.jpg,light_front.jpg,102.50426127954984,0.9259259259259258,53.57142857142857,25.0,3.530414284406496
r2_n8_g8x8,4,8,light_left.jpg,dark_left.jpg,113.88238501165455,0.9259259259259258,3.5714285714285716,3.5714285714285716,3.6803499970119447
r2_n8_g8x8,5,8,dark_left.jpg,light_left.jpg,113.12575208112378,0.9259259259259258,0.0,0.0,3.498996437493978
r2_n8_g8x8,6,8,light_right.jpg,dark_right.jpg,114.64292933487263,0.9259259259259258,3.5714285714285716,0.0,3.655232146099609
r2_n8_g8x8,7,8,dark_right.jpg,light_right.jpg,114.53123840276248,0.9259259259259258,14.285714285714286,7.142857142857143,3.273521435663237
r2_n8_g8x8,8,8,light_up.jpg,dark_up.jpg,104.60121260247112,0.9259259259259258,32.142857142857146,17.857142857142858,3.62384643189476
r2_n8_g8x8,9,8,dark_up.jpg,light_up.jpg,104.21078836936289,0.9259259259259258,32.142857142857146,21.428571428571427,3.7585500041521818
r2_n8_g10x10,0,8,light_down.jpg,dark_down.jpg,202.56827818030354,0.9259259259259258,35.714285714285715,14.285714285714286,4.771007143842455
r2_n8_g10x10,1,8,dark_down.jpg,light_down.jpg,203.05645538703982,0.9259259259259258,35.714285714285715,21.428571428571427,4.886160710676839
r2_n8_g10x10,2,8,light_front.jpg,dark_front.jpg,200.7001366500545,0.9259259259259258,53.57142857142857,28.571428571428573,4.619050005983029
r2_n8_g10x10,3,8,dark_front.jpg,light_front.jpg,200.74999404666283,0.9259259259259258,39.285714285714285,21.428571428571427,5.384617859298097
r2_n8_g10x10,4,8,light_left.jpg,dark_left.jpg,222.40291589780207,0.9259259259259258,7.142857142857143,3.5714285714285716,5.143589281942695
r2_n8_g10x10,5,8,dark_left.jpg,light_left.jpg,223.6352728827581,0.9259259259259258,7.142857142857143,3.5714285714285716,5.026814286663596
r2_n8_g10x10,6,8,light_right.jpg,dark_right.jpg,223.89709559317947,0.9259259259259258,0.0,0.0,5.082703571783246
r2_n8_g10x10,7,8,dark_right.jpg,light_right.jpg,223.74503762201914,0.9259259259259258,14.285714285714286,7.142857142857143,5.21504642841007
r2_n8_g10x10,8,8,light_up.jpg,dark_up.jpg,205.0932513450588,0.9259259259259258,28.571428571428573,14.285714285714286,5.328682143174644
r2_n8_g10x10,9,8,dark_up.jpg,light_up.jpg,205.04696303577748,0.9259259259259258,35.714285714285715,17.857142857142858,5.107949999260849
r3_n8_g4x4,0,8,light_down.jpg,dark_down.jpg,16.239588502178577,0.9259259259259258,57.142857142857146,35.714285714285715,1.1960714307081486
r3_n8_g4x4,1,8,dark_down.jpg,light_down.jpg,16.012152768558035,0.9259259259259258,39.285714285714285,21.428571428571427,1.129753569590061
r3_n8_g4x4,2,8,light_front.jpg,dark_front.jpg,15.977750403795255,0.9259259259259258,67.85714285714286,32.142857142857146,1.1287678498774767
r3_n8_g4x4,3,8,dark_front.jpg,light_front.jpg,16.012152768558035,0.9259259259259258,60.714285714285715,35.714285714285715,1.1758107201395822
r3_n8_g4x4,4,8,light_left.jpg,dark_left.jpg,17.541795973068915,0.9259259259259258,7.142857142857143,0.0,1.1844428622030787
r3_n8_g4x4,5,8,dark_left.jpg,light_left.jpg,17.39274877399856,0.9259259259259258,3.5714285714285716,0.0,1.1482321403621296
r3_n8_g4x4,6,8,light_right.jpg,dark_right.jpg,17.92289076859896,0.9259259259259258,7.142857142857143,3.5714285714285716,1.199942855497024
r3_n8_g4x4,7,8,dark_right.jpg,light_right.jpg,17.858120558827153,0.9259259259259258,7.142857142857143,0.0,1.1406785675457545
r3_n8_g4x4,8,8,light_up.jpg,dark_up.jpg,16.281467939009055,0.9259259259259258,50.0,10.714285714285714,1.1701571410022942
r3_n8_g4x4,9,8,dark_up.jpg,light_up.jpg,16.57149142154304,0.9259259259259258,46.42857142857143,32.142857142857146,1.1589571430314598
r3_n8_g6x6,0,8,light_down.jpg,dark_down.jpg,55.81914295583676,0.9259259259259258,60.714285714285715,28.571428571428573,1.9969142844534613
r3_n8_g6x6,1,8,dark_down.jpg,light_down.jpg,55.38565253070505,0.9259259259259258,46.42857142857143,21.428571428571427,2.091153576787162
r3_n8_g6x6,2,8,light_front.jpg,dark_front.jpg,55.221963066181914,0.9259259259259258,67.85714285714286,35.714285714285715,2.011282153294555
r3_n8_g6x6,3,8,dark_front.jpg,light_front.jpg,55.44091454210525,0.9259259259259258,67.85714285714286,35.714285714285715,2.1229964269358397
r3_n8_g6x6,4,8,light_left.jpg,dark_left.jpg,62.19745480031099,0.9259259259259258,14.285714285714286,3.5714285714285716,2.0003178547735194
r3_n8_g6x6,5,8,dark_left.jpg,light_left.jpg,62.55005120292098,0.9259259259259258,3.5714285714285716,3.5714285714285716,2.175428574056631
r3_n8_g6x6,6,8,light_right.jpg,dark_right.jpg,62.880525847619,0.9259259259259258,7.142857142857143,3.5714285714285716,2.1298000085932602
r3_n8_g6x6,7,8,dark_right.jpg,light_right.jpg,62.55968538650886,0.9259259259259258,10.714285714285714,0.0,2.326246427920913
r3_n8_g6x6,8,8,light_up.jpg,dark_up.jpg,56.455945318704124,0.9259259259259258,39.285714285714285,10.714285714285714,2.093596425506153
r3_n8_g6x6,9,8,dark_up.jpg,light_up.jpg,57.4274849108238,0.9259259259259258,42.857142857142854,32.142857142857146,2.106785718102141
r3_n8_g8x8,0,8,light_down.jpg,dark_down.jpg,127.46301106598247,0.9259259259259258,39.285714285714285,25.0,3.448378573271579
r3_n8_g8x8,1,8,dark_down.jpg,light_down.jpg,126.0834372735086,0.9259259259259258,39.285714285714285,17.857142857142858,3.2523571467858607
r3_n8_g8x8,2,8,light_front.jpg,dark_front.jpg,125.54842004290452,0.9259259259259258,60.714285714285715,32.142857142857146,3.3375571344679753
r3_n8_g8x8,3,8,dark_front.jpg,light_front.jpg,125.96522365332751,0.9259259259259258,46.42857142857143,32.142857142857146,3.495603571146993
r3_n8_g8x8,4,8,light_left.jpg,dark_left.jpg,139.72783448620754,0.9259259259259258,10.714285714285714,7.142857142857143,3.3101178497807786
r3_n8_g8x8,5,8,dark_left.jpg,light_left.jpg,139.0002006409764,0.9259259259259258,14.285714285714286,0.0,3.392839288738157
r3_n8_g8x8,6,8,light_right.jpg,dark_right.jpg,139.9765445214241,0.9259259259259258,10.714285714285714,0.0,3.3911214309877584
r3_n8_g8x8,7,8,dark_right.jpg,light_right.jpg,139.89468654009693,0.9259259259259258,10.714285714285714,7.142857142857143,3.2852571353682185
r3_n8_g8x8,8,8,light_up.jpg,dark_up.jpg,126.88259234362832,0.9259259259259258,28.571428571428573,14.285714285714286,3.358660716912709
r3_n8_g8x8,9,8,dark_up.jpg,light_up.jpg,127.89850038007344,0.9259259259259258,39.285714285714285,21.428571428571427,3.3469142945250496
r3_n8_g10x10,0,8,light_down.jpg,dark_down.jpg,228.23559795007776,0.9259259259259258,35.714285714285715,17.857142857142858,4.960703565822249
r3_n8_g10x10,1,8,dark_down.jpg,light_down.jpg,227.1129527891763,0.9259259259259258,35.714285714285715,17.857142857142858,5.2237857141465485
r3_n8_g10x10,2,8,light_front.jpg,dark_front.jpg,224.22023506378574,0.9259259259259258,53.57142857142857,28.571428571428573,5.093178562154727
r3_n8_g10x10,3,8,dark_front.jpg,light_front.jpg,226.29470382381058,0.9259259259259258,35.714285714285715,32.142857142857146,5.327664292833235
r3_n8_g10x10,4,8,light_left.jpg,dark_left.jpg,245.03510090572385,0.9259259259259258,3.5714285714285716,0.0,5.001767858630046
r3_n8_g10x10,5,8,dark_left.jpg,light_left.jpg,243.88844676351255,0.9259259259259258,7.142857142857143,0.0,4.959296420565806
r3_n8_g10x10,6,8,light_right.jpg,dark_right.jpg,245.44693514445487,0.9259259259259258,3.5714285714285716,0.0,4.969357142856877
r3_n8_g10x10,7,8,dark_right.jpg,light_right.jpg,244.9668244145518,0.9259259259259258,14.285714285714286,3.5714285714285716,5.421042858090784
r3_n8_g10x10,8,8,light_up.jpg,dark_up.jpg,224.83047851020788,0.9259259259259258,28.571428571428573,7.142857142857143,4.897310712424639
r3_n8_g10x10,9,8,dark_up.jpg,light_up.jpg,225.7217289576992,0.9259259259259258,35.714285714285715,17.857142857142858,5.166267865986031
